"'%value%' appears to be a DNS hostname but cannot extract TLD part","O valor '%value%' aparenta ser um hostname de DNS mas foi impossível extrair a parte TLD do mesmo"
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","O valor '%value%' aparenta ser um hostname de DNS mas foi impossível corresponder o seu TLD a um já conhecido"
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","O valor '%value%' aparenta ser um hostname DNS mas foi impossível corresponde-lo ao schema do TLD '%tld%'"
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","O valor '%value%' aparenta ser um hostname DNS mas possui um traço em seu nome localizado em uma posição inválida"
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","O valor '%value%' aparenta ser um hostname DNS mas a notação 'punycode' especificada não pode ser decodificada"
"'%value%' appears to be a local network name but local network names are not allowed","O valor '%value%' aparenta ser o nome de uma rede local, porém redes locais não são permitidas"
"'%value%' appears to be an IP address, but IP addresses are not allowed","O valor '%value%' aparenta ser um endereço IP, porém endereços IP não são permitidos"
"'%value%' does not appear to be a valid local network name","O valor '%value%' não aparenta ser um nome de rede local válido"
"* Required Fields","* Campos Obrigatórios"
"A new password has been sent.","Nova senha enviada com sucesso."
"ALL GROUPS","TODOS OS GRUPOS"
"Account Dashboard","Dashboard da Conta"
"Account Information","Informações da Conta"
"Account Sharing Options","Opções de Compartilhamento de Conta"
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>.","A confirmação da conta é obrigatória. Por favor verifique seu e-mail e clique no link de confirmação. Para reenviar o email de confirmação, por favor <a href=""%s"">clique aqui</a>."
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>.","A confirmação da conta é obrigatória. Por favor verifique seu email e clique no link de confirmação. Para reenviar o email de confirmação, por favor <a href=""%s"">clique aqui</a>."
"Action","Ação"
"Add New Address","Adicionar Novo Endereço"
"Add New Customer","Adicionar Novo Cliente"
"Add New Customer Group","Adicionar Novo Grupo de Cliente"
"Added From","Formulário Adicionado"
"Additional Address Entries","Entradas de Endereço Adicionais"
"Address","Endereços"
"Address Book","Catálogo de Endereços"
"Address Books","Livros de Endereços"
"Address Information","Informações de Endereço"
"Address Templates","Templates de Endereço"
"Addresses","Endereços"
"Admin","Admin"
"All","Todos"
"All Store Views","Todas as Views da Loja"
"All countries","Todos os países"
"Always optional.","Sempre opcional."
"Amount","Quantidade"
"An error occurred while deleting the address.","Ocorreu um erro ao deletar o endereço."
"An error occurred while retrieving the option value: %s.","Ocorreu um erro ao recuperar o valor da opção: %s."
"An error occurred while saving the collection, aborting. Error: %s","Ocorreu um erro o salvar a coleção, abortando. Erro: %s"
"An invalid option ID is specified for %s (%s), skipping the record.","Um ID de opção inválido foi especificado para o item %s (%s), ignorando o registro."
"Approved","Aprovado"
"Are you sure that you want to remove this item?","Você tem certeza que deseja remover esse item?"
"Are you sure you want to cancel adding of this address?","Você tem certeza que deseja cancelar a adição desse endereço?"
"Are you sure you want to delete this address?","Você tem certeza que quer deletar esse endereço?"
"Are you sure?","Você tem certeza?"
"Array of Entity collections is expected.","Um Array de coleções de entidades é esperado."
"Assign a Customer Group","Associar um Grupo de Cliente"
"Average Sale","Média de Vendas"
"Back","Voltar"
"Back - link to the previously viewed page","Voltar - link para a página vista anteriormente"
"Back to Login","Voltar para o Login"
"Bad request.","Requisição inválida."
"Bill to Name","Cobrança para o Nome"
"Bought From","Comprado na Loja"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Ao criar uma conta na nossa loja, você poderá fazer compras mais rápido, ter vários endereços de entrega diferentes, visualizar e gerenciar os seus pedidos antigos e muito mais."
"CSV","CSV"
"Cancel","Cancelar"
"Cannot save address.","Impossível salvar o endereço."
"Cannot save the customer.","Impossível salvar os dados do cliente."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Impossível compartilhar globalmente as contas de cliente porque já existem clientes com os mesmos emails em lojas diferentes e esses cadastros não podem ser combinados."
"Change Account Password","Alterar a Senha da Conta"
"Change Billing Address","Alterar o Endereço de Cobrança"
"Change Password","Alterar a Senha"
"Change Shipping Address","Alterar o Endereço de Envio"
"City","Cidade"
"Company","Compania"
"Config","Config"
"Configure","Configurar"
"Confirm New Password","Confirme a Nova Senha"
"Confirm Password","Confirme a Senha"
"Confirmation Link Email","Email de Link de Confirmação"
"Confirmed","Confirmado"
"Contact Information","Informações de Contato"
"Continue Shopping","Continuar Navegando"
"Country","País"
"Create","Criar"
"Create New Account Options","Opções de Criação de Nova Conta"
"Create New Customer Account","Criar Nova Conta de Cliente"
"Create Order","Criar Pedido"
"Create an Account","Criar uma Conta"
"Create customer","Criar um cliente"
"Create customer address","Criar um endereço de cliente"
"Current Password","Senha Atual"
"Customer","Cliente"
"Customer API","API de Cliente"
"Customer Account Edit Form","Formulário de Edição de Conta de Cliente"
"Customer Account Login Form","Formulário de Login de Conta de Cliente"
"Customer Account Logout Success","Logout da Conta de Cliente Realizado com Sucesso"
"Customer Account Registration Form","Formulário de Registro de Conta de Cliente"
"Customer Addresses","Endereços do Cliente"
"Customer Configuration","Configurações do Cliente"
"Customer Forgot Password Form","Formulário de 'Esqueci Minha Senha' do Cliente"
"Customer Group","Grupo do Cliente"
"Customer Groups","Grupos do Cliente"
"Customer Information","Informações do Cliente"
"Customer Login","Login do Cliente"
"Customer My Account (All Pages)","Minha Conta de Cliente (Todas as Páginas)"
"Customer My Account Address Book","Catálogo de Endereços da Minha Conta de Cliente"
"Customer My Account Address Edit Form","Formulário de Edição de Endereço da Minha Conta de Cliente"
"Customer My Account Dashboard","Dashboard da Minha Conta de Cliente"
"Customer Since","Cliente Desde"
"Customer View","View do Cliente"
"Customer collection expected.","Uma coleção de clientes é esperada."
"Customer email is required","O email do cliente é obrigatório"
"Customer website ID must be specified when using the website scope","O ID do website do cliente deve ser especificado quando um escopo de website está sendo usado"
"Customer will stay on the current page if ""No"" is selected.","O cliente ficará na página atual caso ""Não"" seja selecionado."
"Customers","Clientes"
"Customers Only","Apenas para Clientes"
"Customers Section","Sessão de Clientes"
"DD","DD"
"Date","Data"
"Date Added","Data de Adição"
"Date of Birth","Data de Aniversário"
"Day","Dia"
"Days in Wishlist","Dias na Lista de Desejos"
"Default Addresses","Endereços Padrão"
"Default Billing Address","Endereço Padrão de Cobrança"
"Default Email Domain","Domínio Pãdrão de Email"
"Default Group","Grupo Padrão"
"Default Shipping Address","Endereço Padrão de Envio"
"Default Welcome Email","Email Padrão de Boas Vindas"
"Delete","Deletar"
"Delete Address","Deletar Endereço"
"Delete Customer","Deletar Cliente"
"Delete Customer Group","Deletar Grupo de Cliente"
"Delete customer","Deletar cliente"
"Delete customer address","Deletar endereço de cliente"
"Deleted Stores","Lojas Deletadas"
"Details","Detalhes"
"Disabled","Desativado"
"Edit","Editar"
"Edit Account Info","Editar Info da Conta"
"Edit Account Information","Editar Informações da Conta"
"Edit Address","Editar Endereço"
"Edit Address Entry","Editar Entrada de Endereço"
"Edit Customer Group ""%s""","Editar o Grupo de Cliente ""%s"""
"Edit Customer Groups","Editar Grupos de Cliente"
"Edit Customer's Address","Editar Endereço do Cliente"
"Edit Group","Editar Grupo"
"Edit Newsletters","Editar Newsletters"
"Email","Email"
"Email Address","Endereço de Email"
"Email Sender","Remetente de Email"
"Email:","Email:"
"Entity collection is expected.","Uma coleção de entidades é esperada."
"Excel XML","Excel XML"
"Failed to confirm customer account.","Falha ao confirmar a conta de cliente."
"Fax","Fax"
"First Name","Nome"
"Forgot Email Sender","Esqueceu o Remetente do Email"
"Forgot Email Template","Esqueceu o Template do Email"
"Forgot Your Password","Esqueceu a Sua Senha"
"Forgot Your Password?","Esqueceu a Sua Senha?"
"Form Fields Before","Campos de Formulário Antes De"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","A partir do dashboard da sua conta você poderá ver um resumo de suas atividades recentes e atualizar os dados da sua conta. Selecione um link abaixo para visualizar ou editar as informações."
"Gender","Gênero"
"General Subscription","Assinatura Geral"
"Generate Human-Friendly Customer ID","Gerar ID Amigável de Cliente"
"Global","Global"
"Grand Total","Total"
"Group","Grupo"
"Group Information","Informações de Grupo"
"Group Name","Nome do Grupo"
"Guest","Visitante"
"HTML","HTML"
"Hello, %s!","Olá, %s!"
"ID","ID"
"IP Address","Endereço IP"
"If you have an account with us, please log in.","Se você já possui uma conta na nossa loja, por favor faça seu log in."
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Opção de atributo inválida para o atributo %s (%s), ignorando o registro."
"Invalid attribute set specified, skipping the record.","Grupo de atributo especificado inválido, ignorando o registro."
"Invalid current password","Senha atual inválida"
"Invalid customer data","Dados de cliente inválidos"
"Invalid email address.","Endereço de email inválido."
"Invalid login or password.","Senha ou login inválidos."
"Invalid store specified, skipping the record.","Loja inválida especificada. Ignorando o registro."
"Last Activity","Última Atividade"
"Last Date Subscribed","Data da Última Assinatura"
"Last Date Unsubscribed","Data do Último Cancelamento de Assinatura"
"Last Name","Sobrenome"
"Last URL","Última URL"
"Leave empty for default (15 minutes).","Deixe em branco para utilizar o valor padrão (15 minutos)."
"Leave empty for default (2). Valid range: 1-4","Deixe em branco para utilizar o valor padrão (2). Faixa válida: 1-4"
"Lifetime Sales","Vendas Totais"
"Log In","Log In"
"Log Out","Log Out"
"Login","Login"
"Login Information","Informações de Login"
"Login Options","Opções de Login"
"Login and password are required.","Os campos login e senha são obrigatórios."
"Login or Create an Account","Faça seu Login ou Crie uma Conta"
"MM","MM"
"Manage Addresses","Gerenciar Endereços"
"Manage Customers","Gerenciar Clientes"
"Missing email, skipping the record.","Email vazio, ignorando o registro."
"Missing firstname, skipping the record.","Nome vazio, ignorando o registro."
"Missing lastname, skipping the record.","Sobrenome vazio, ignorando o registro."
"Month","Mês"
"My Account","Minha Conta"
"My Account Wrapper","Wrapper da Minha Conta"
"My Dashboard","Meu Painel"
"My Orders","Meus Pedidos"
"Name","Nome"
"Name and Address Options","Opções de Nome e Endereço"
"Never","Nunca"
"New Address","Novo Endereço"
"New Address Entry","Nova Entrada de Endereço"
"New Customer","Novo Cliente"
"New Customer Address","Endereço de Novo Cliente"
"New Customer Group","Novo Grupo de Cliente"
"New Customer Groups","Novos Grupos de Cliente"
"New Customers","Novos Clientes"
"New Group","Novo Grupo"
"New Password","Nova Senha"
"New account","Nova conta"
"New account confirmation key","Nova chave de confirmação de conta"
"New account confirmed","Nova conta confirmada"
"New password","Nova senha"
"New password field cannot be empty.","O campo de nova senha não pode ficar em branco."
"Newsletter","Newsletter"
"Newsletter Finish","Finalizar Newsletter"
"Newsletter Information","Informações de Newsletter"
"Newsletter Received","Newsletter Recebida"
"Newsletter Start","Início da Newsletter"
"Newsletter Subscription","Assinatura de Newsletter"
"Newsletters","Newsletters"
"No Items Found","Nenhum Item Encontrado"
"No Newsletter Found","Nenhuma Newsletter Encontrada"
"No customer collections found","Nenhuma coleção de clientes encontrada"
"No item specified.","Nenhum item especificado."
"Not Sent","Não Enviada"
"Not confirmed, can login","Não confirmado, login permitido"
"Not confirmed, cannot login","Não confirmado, login não permitido"
"Number of Lines in a Street Address ","Número de Linhas no Endereço "
"Offline","Offline"
"Online","Online"
"Online Customers","Clientes Online"
"Online Customers Options","Opções de Clientes Online"
"Online Minutes Interval","Intervalo de Atualização dos Clientes Online"
"Order #","Pedido #"
"Order Total","Total do Pedido"
"Orders","Pedidos"
"PDF","PDF"
"Password","Senha"
"Password Management","Gerenciamento de Senha"
"Password Options","Opções de Senha"
"Password forgotten","Senha esquecida"
"Password:","Senha:"
"Paused","Pausado"
"Pending","Pendente"
"Per Website","Por Website"
"Personal Information","Informações Pessoais"
"Please enter a number 1 or greater in this field.","Por favor digite um número maior que 0 nesse campo."
"Please enter a valid date between %s and %s at %s.","Por favor digite uma data válida entre %s e %s em %s."
"Please enter a valid date equal to or greater than %s at %s.","Por favor digite uma data válida igual ou maior que %s em %s."
"Please enter a valid date less than or equal to %s at %s.","Por favor digite uma data válida menor ou igual a %s em %s."
"Please enter the city.","Por favor digite a cidade."
"Please enter the country.","Por favor digite o país."
"Please enter the first name.","Por favor digite o primeiro nome."
"Please enter the last name.","Por favor digite o sobrenome."
"Please enter the state/province.","Por favor digite o estado."
"Please enter the street.","Por favor digite o endereço."
"Please enter the telephone number.","Por favor digite o número de telefone."
"Please enter the zip/postal code.","Por favor digite o CEP."
"Please enter your email address below. You will receive a link to reset your password.","Por favor digite o seu email no campo abaixo. Você irá receber um link com informações sobre como redefinir a sua senha."
"Please enter your email below and we will send you a new password.","Por favor digite o seu email no campo abaixo e lhe enviaremos uma nova senha."
"Please enter your email below and we\'ll send you confirmation link for it.","Por favor digite o seu email no campo abaixo e lhe mandaremos um link para que você possa confirma-lo."
"Please enter your email.","Por favor digite o seu email."
"Please select","Favor selecionar"
"Please select region, state or province","Por favor selecione sua região ou estado"
"Please, check your email for confirmation key.","Por favor, verifique seu email e veja se já recebeu sua chave de confirmação."
"Prefix Dropdown Options","Opções de Prefixo do Dropdown"
"Price","Preço"
"Product","Produto"
"Product ID","ID do Produto"
"Product Name","Nome do Produto"
"Product Reviews","Reviews do Produto"
"Product Tags","Tags do Produto"
"Purchase On","Comprado na Loja"
"Purchased At","Comprado Em"
"Qty","Qtd"
"Recent Orders","Pedidos Recentes"
"Records for %s store found.","Foram encontrados registros para a loja %s."
"Redirect Customer to Account Dashboard after Logging in","Redirecionar o Cliente para o Dashboard da Conta Após o Login"
"Refunded","Reembolsados"
"Registered Customers","Clientes Registrados"
"Remove","Remover"
"Require Emails Confirmation","Exigir Confirmação de Email"
"Retrieve address data","Trazer os dados de endereço"
"Retrieve address info","Trazer info de endereço"
"Retrieve customer addresses","Trazer os endereços do cliente"
"Retrieve customer data","Trazer os dados do cliente"
"Retrieve customer groups","Trazer os grupos do cliente"
"Retrieve customer info","Trazer a info do cliente"
"Retrieve customers","Trazer os cliente"
"Retrieve your confirmation link here","Recupere o seu link de confirmação aqui"
"Retrieve your password here","Recupere sua senha aqui"
"SKU","SKU"
"Sales Statistics","Estatísticas de Vendas"
"Save","Salvar"
"Save Address","Salvar Endereço"
"Save Customer","Salvar Cliente"
"Save Customer Group","Salvar Grupo de Cliente"
"Save Password","Salvar Senha"
"Save and Continue Edit","Salvar e Continuar Editando"
"Saved %d record(s)","%d registro(s) salvos com sucesso"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Valores separados por ponto e vírgula (;).<br/>Coloque um ponto e vírgula no começo para tornar a primeira opção vazia.<br/>Deixe vazio para utilizar um campo livre de texto."
"Send From","Enviado De"
"Send Welcome Email","Enviar Email de Boas Vindas"
"Send Welcome Email after Confirmation","Enviar Email de Boas Vindas Depois da Confirmação da Conta"
"Send auto-generated password","Enviar senha gerada automaticamente"
"Send confirmation link","Enviar link de confirmação"
"Sending","Enviando"
"Sent","Enviado"
"Session Start Time","Hora de Início da Sessão"
"Set as Default Billing Address","Definir Como Endereço de Cobrança Padrão"
"Set as Default Shipping Address","Definir Como Endereço de Envio Padrão"
"Share Customer Accounts","Compartilhar Contas de Cliente"
"Shipped to First Name","Enviado para o Nome"
"Shipped to Last Name","Enviado para o Sobrenome"
"Shipped to Name","Enviado para o Nome"
"Shopping Cart","Carrinho de Compras"
"Shopping Cart - %d item(s)","Carrinho - %d item(s)"
"Show Date of Birth","Mostrar Data de Nascimento"
"Show Gender","Mostrar Gênero"
"Show Middle Name (initial)","Exibir 'nome do meio' (inicial)"
"Show Prefix","Exibir Prefixo"
"Show Suffix","Exibir Sufixo"
"Show Tax/VAT Number","Mostrar Número do CPF"
"Sign Up for Newsletter","Assine Nossa Newsletter"
"Skipping import row, required field ""%s"" is not defined.","Parando com a importação, o campo obrigatório ""%s"" não está definido."
"Skipping import row, website ""%s"" field does not exist.","Parando com a importação, o campo ""%s"" do website não existe."
"State/Province","Estado"
"Status","Status"
"Store","Loja"
"Store View","View da Loja"
"Street Address","Endereço"
"Street Address ","Endereço "
"Street Address %s","Endereço %s"
"Subject","Assunto"
"Submit","Enviar"
"Submit_forgot_password","Enviar" 
"Subscribe to Newsletter","Assinar a Newsletter"
"Subscribed to Newsletter?","Já é Assinante da Newsletter?"
"Suffix Dropdown Options","Opções de Sufixo da Dropdown"
"Tag Name","Nome da Tag"
"Tax Class","Classe de Imposto"
"Tax/VAT number","CPF"
"Telephone","Telefone"
"Text","Texto"
"Text One Line","Texto de Uma Linha"
"Thank you for registering with %s.","Obrigado por se registrar na %s."
"The account information has been saved.","As informações da conta foram salvas com sucesso."
"The address does not belong to this customer.","O endereço não pertence a esse cliente."
"The address has been deleted.","O endereço foi deletado com sucesso."
"The address has been saved.","O endereço foi salvo com sucesso."
"The customer does not have default billing address.","O cliente não possui um endereço padrão de cobrança."
"The customer group has been deleted.","O grupo de cliente foi deletado com sucesso."
"The customer group has been saved.","O grupo de cliente foi salvo com sucesso."
"The first name cannot be empty.", "O campo nome não pode ser vazio."
"The group ""%s"" cannot be deleted","O grupo ""%s"" não pode ser deletado"
"The last name cannot be empty.", "O campo sobrenome não pode ser vazio."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","A senha deve ter pelo menos 6 caractees. Espaços no começo ou no fim serão ignorados."
"The suffix that goes after name (Jr., Sr., etc.)","O sufixo que irá depois do nome (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","O título que irá antes do nome(Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","No momento não existe nenhum item na lista de desejos do cliente"
"There are no items in customer\'s shopping cart at the moment","No momento não existe nenhum item no carrinho do cliente"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Já existe uma conta registrada com esse email. Se você tem certeza que esse email é seu, <a href=""%s"">clique aqui</a> para recuperar a sua senha e acessar a sua conta."
"This account is not confirmed.","Essa conta não está confirmada."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Essa conta não está confirmada. <a href=""%s"">Clique aqui</a> para reenviar o email de confirmação."
"This customer email already exists","Esse email de cliente já existe"
"This customer has no saved addresses.","Esse cliente não possui nenhum endereço salvo."
"This email address was not found in our records.","Esse email não foi encontrado nos nossos registros."
"This email does not require confirmation.","Esse email não requer confirmação."
"This email will be sent instead of default welcome email, after account confirmation.","Esse email será enviado no lugar do email padrão de boas vindas assim que o cliente confirmar a sua conta."
"This is My Default %s Address","Esse é o Meu Endereço de %s Padrão"
"To Cart","Para o Carrinho"
"Total","Total"
"Type","Tipo"
"Unknown","Desconhecido"
"Unsubscribe from Newsletter","Cancelar Assinatura da Newsletter"
"Update","Atualizar"
"Update customer address data","Atualizar dados do endereço do cliente"
"Update customer data","Atualizar dados do cliente"
"Use as My Default %s Address","Usar Como Meu Endereço de %s Padrão"
"Use as My Default Billing Address","Usar Como Meu Endereço Padrão de Cobrança"
"Use as My Default Shipping Address","Usar Como Meu Endereço Padrão de Envio"
"Use as my default billing address","Usar como meu endereço padrão de cobrança"
"Use as my default shipping address","Usar como meu endereço padrão de envio"
"View","Visualizar"
"View Order","Visualizar Pedido"
"Visitor","Visitante"
"Visitors Only","Apenas Visitantes"
"Website","Website"
"Welcome Email","Email de Boas Vindas"
"Wishlist","Lista de Desejos"
"Wishlist - %d item(s)","Lista de Desejos - %d item(s)"
"Wrong confirmation key.","Chave de confirmação inválida."
"Wrong customer account specified.","Conta inválida de cliente especificada."
"Wrong email.","Email inválido."
"Wrong transactional account email type","Tipo inválido de Email transacional de conta"
"YYYY","AAAA"
"Year","Ano"
"You are currently not subscribed to any newsletter.","No momento você não é assinante de nenhuma de nossas newsletters."
"You are currently not subscribed to our newsletter.","No momento você não é assinante de nossa newsletter."
"You are currently subscribed to 'General Subscription'.","Atualmente você é um assinante do tipo 'Assinaturas Gerais'."
"You are currently subscribed to our newsletter.","Você já é assinante de nossa newsletter."
"You are now logged out","Logout realizado com sucesso"
"You have logged out and will be redirected to our homepage in 5 seconds.","Seu logout foi realizado com sucesso e você será redirecionado a nossa página principal em 5 segundos."
"You have no additional address entries in your address book.","Você não possui entradas de endereço adicionais no seu catálogo de endereços."
"You have no additional entries in your address book.","Você não possui entradas adicionais no seu catálogo de endereços."
"You have no default billing address in your address book.","Você não possui um endereço padrão de cobrança no seu catálogo de endereços."
"You have no default entries in your address book.","Você não possui entradas padrão no seu catálogo de endereços."
"You have no default shipping address in your address book.","Você não possui um endereço padrão de envio no seu catálogo de endereços."
"You have not set a default billing address.","Você ainda não definiu um endereço padrão de cobrança."
"You have not set a default shipping address.","Você ainda não definiu um endereço padrão de entrega."
"You have placed no orders yet.","Você ainda não realizou nenhum pedido."
"You have placed no products yet.","Você ainda não comprou nenhum produto."
"Your account balance is: %s","O saldo da sua conta é de: %s"
"ZIP","CEP"
"ZIP/Post Code","CEP"
"Zip/Postal Code","CEP"
"n/a","n/d"
"or","ou"
"The TAX/VAT number is required.", "O número do CPF é um campo obrigatório."
